Town,State/Province,County,Count,Latitude,Longitude,FIPS
belvidere,NJ,warren,1,40.8,-75.0,34041.0
bemidji,MN,beltrami,40,47.5,-94.7,27007.0
benedict,ND,mclean,1,47.8,-101.0,38055.0
benicia,CA,solano,1,38.1,-122.1,6095.0
benton,AR,saline,4,34.6,-92.7,5125.0
benton,PA,columbia,36,41.3,-76.3,42037.0
bergenfield,NJ,bergen,3,40.9,-74.0,34003.0
berger,MO,franklin,2,38.6,-91.3,29071.0
bergheim,TX,kendall,9,29.8,-98.6,48259.0
berkeley,CA,alameda,4,37.9,-122.3,6001.0
berkeley heights,NJ,union,10,40.7,-74.4,34039.0
berlin,NY,rensselaer,2,42.7,-73.4,36083.0
berrien springs,MI,berrien,4,41.9,-86.4,26021.0
bethel,OH,clermont,14,38.9,-84.1,39025.0
bethel,PA,berks,8,40.5,-76.3,42011.0
bethesda,MD,montgomery,8,39.0,-77.1,24031.0
bethlehem,PA,lehigh,30,40.6,-75.4,42077.0
bethlehem,PA,northampton,60,40.6,-75.4,42095.0
beulah,MI,benzie,4,44.6,-86.0,26019.0
beulaville,NC,duplin,1,34.9,-77.8,37061.0
big lake,MN,sherburne,1,45.4,-93.7,27141.0
big lake,TX,reagan,42,31.4,-101.5,48383.0
big rapids,MI,mecosta,4,43.7,-85.5,26107.0
big springs,WV,calhoun,3,39.0,-81.0,54013.0
big sur,CA,monterey,131664,36.2,-121.6,6053.0
billings,MT,yellowstone,9,45.6,-108.4,30111.0
binghamton,NY,broome,68,42.2,-75.9,36007.0
birmingham,AL,jefferson,52,33.5,-86.8,1073.0
birmingham,AL,shelby,7,33.5,-86.8,1117.0
birmingham,MI,oakland,2,42.5,-83.2,26125.0
bishopville,MD,worcester,8,38.4,-75.2,24047.0
bismarck,ND,burleigh,4,46.8,-100.7,38015.0
blachly,OR,lane,3,44.2,-123.5,41039.0
black mountain,NC,buncombe,30,35.6,-82.3,37021.0
black river falls,WI,jackson,6,44.3,-90.8,55053.0
blackstone,VA,nottoway,2,37.1,-78.0,51135.0
blairstown,NJ,warren,6,41.0,-75.0,34041.0
blairsville,PA,indiana,1,40.5,-79.2,42063.0
blanchard,MI,isabella,4,43.5,-85.1,26073.0
blanco,TX,blanco,6,30.1,-98.4,48031.0
bloomfield,CT,hartford,1,41.9,-72.7,9003.0
bloomfield,NE,knox,13,42.6,-97.7,31107.0
bloomfield,NJ,essex,24,40.8,-74.2,34013.0
bloomfield,NM,san juan,3,36.9,-107.8,35045.0
bloomfield hills,MI,oakland,42,42.5,-83.3,26125.0
bloomingdale,NJ,passaic,19,41.0,-74.3,34031.0
bloomington,IL,mclean,240,40.5,-89.0,17113.0
bloomington,IN,monroe,54,39.1,-86.5,18105.0
blue bell,PA,montgomery,4,40.2,-75.3,42091.0
blue earth,MN,faribault,15,43.7,-94.1,27043.0
blue grass,IA,scott,11,41.5,-90.7,19163.0
blue hill,ME,hancock,1,44.4,-68.6,23009.0
bluff city,TN,sullivan,3,36.5,-82.2,47163.0
bluffton,SC,beaufort,57,32.2,-80.9,45013.0
boerne,TX,kendall,162,29.8,-98.8,48259.0
boiceville,NY,ulster,1,42.0,-74.3,36111.0
bonifay,FL,holmes,4,30.9,-85.7,12059.0
bonners ferry,ID,boundary,2,48.8,-116.6,16021.0
boone,NC,watauga,169,36.2,-81.7,37189.0
boothbay,ME,lincoln,3,43.9,-69.6,23015.0
bordentown,NJ,burlington,2,40.1,-74.7,34005.0
boulder junction,WI,vilas,2,46.1,-89.6,55125.0
bountiful,UT,davis,45,40.9,-111.8,49011.0
boutte,LA,st. charles,10000,29.9,-90.4,
bowdoinham,ME,sagadahoc,1,44.0,-69.9,23023.0
bowling green,KY,warren,10,37.1,-86.5,21227.0
boyce,VA,clarke,16,39.1,-78.0,51043.0
boyds,MD,montgomery,4,39.2,-77.3,24031.0
boyne city,MI,charlevoix,3,45.2,-85.1,26029.0
bradenton,FL,manatee,400,27.4,-82.5,12081.0
bradford,PA,mckean,2,42.0,-78.6,42083.0
brandon,IA,buchanan,5,42.3,-92.0,19019.0
brandon,MS,rankin,3,32.3,-89.9,28121.0
brandon,VT,rutland,4,43.8,-73.1,50021.0
brattleboro,VT,windham,11,42.9,-72.7,50025.0
brazil,IN,clay,90,39.5,-87.1,18021.0
breezy point,NY,queens,5,40.6,-73.9,36081.0
brentwood,TN,williamson,2,36.0,-86.8,47187.0
brevard,NC,transylvania,4,35.2,-82.8,37175.0
brewerton,NY,onondaga,1,43.2,-76.1,36067.0
brewster,WA,okanogan,3,48.2,-119.8,53047.0
bricelyn,MN,faribault,1,43.6,-93.8,27043.0
bridgehampton,NY,suffolk,2,40.9,-72.3,36103.0
bridgeport,WA,douglas,2,48.0,-119.8,53017.0
bridgeton,MO,st. louis,30,38.8,-90.4,29189.0
bridgeview,IL,cook,30,41.7,-87.8,17031.0
bridgman,MI,berrien,1,41.9,-86.6,26021.0
bridport,VT,addison,1,43.9,-73.4,50001.0
bristol,ME,lincoln,3,43.9,-69.5,23015.0
bristol,PA,bucks,4,40.1,-74.9,42017.0
bristol,TN,sullivan,1,36.6,-82.1,47163.0
bristolville,OH,trumbull,1,41.4,-80.9,39155.0
broadview heights,OH,cuyahoga,3,41.3,-81.7,39035.0
broadway,NC,lee,5,35.4,-79.0,37105.0
brodhead,WI,green,1,42.6,-89.4,55045.0
broken arrow,OK,tulsa,36,36.0,-95.8,40143.0
broken arrow,OK,wagoner,36,36.0,-95.8,40145.0
bronx,NY,bronx,621,40.8,-73.9,36005.0
brook park,MN,pine,2,45.9,-92.9,27115.0
brookfield,CT,fairfield,6,41.5,-73.4,9001.0
brookings,OR,curry,2,42.2,-124.1,41015.0
brooklyn,NY,kings,84,40.7,-74.0,36047.0
brookshire,TX,waller,27,29.8,-96.0,48473.0
brooksville,FL,hernando,5,28.6,-82.4,12053.0
brookville,IN,franklin,80,39.4,-85.0,18047.0
brownfield,TX,terry,1,33.1,-102.3,48445.0
brownwood,TX,brown,7,31.6,-99.0,48049.0
bruce,WI,rusk,12,45.5,-91.3,55107.0
bruceton mills,WV,preston,30,39.6,-79.6,54077.0
brunswick,GA,glynn,8,31.2,-81.5,13127.0
brunswick,ME,cumberland,30,43.9,-70.0,23005.0
brussels,IL,calhoun,63,39.0,-90.6,17013.0
bryan,TX,brazos,40,30.6,-96.4,48041.0
buchanan,VA,botetourt,2,37.5,-79.7,51023.0
buda,TX,hays,35,30.1,-97.9,48209.0
budd lake,NJ,morris,4,40.9,-74.8,34027.0
buffalo,NY,erie,390,42.9,-78.9,36029.0
buford,GA,gwinnett,20,34.1,-84.0,13135.0
bull shoals,AR,marion,4,36.4,-92.6,5089.0
bulls gap,TN,hawkins,5,36.3,-83.0,47073.0
burbank,CA,los angeles,7,34.2,-118.3,6037.0
burke,VA,fairfax,12,38.8,-77.3,51059.0
burleson,TX,johnson,9,32.5,-97.3,48251.0
burlingame,CA,san mateo,20,37.6,-122.4,6081.0
burlington,CT,hartford,16,41.8,-73.0,9003.0
burlington,IA,des moines,2,40.9,-91.1,19057.0
burlington,KY,boone,256,39.0,-84.8,21015.0
burlington,NC,alamance,48,36.0,-79.5,37001.0
burlington,VT,chittenden,21,44.5,-73.2,50007.0
burnet,TX,burnet,11,30.8,-98.3,48053.0
burtonsville,MD,montgomery,2,39.1,-76.9,24031.0
byhalia,MS,marshall,12,34.9,-89.7,28093.0
cabot,AR,lonoke,2,34.9,-92.0,5085.0
cadiz,KY,trigg,84,36.8,-87.9,21221.0
calais,VT,washington,1,44.4,-72.5,50023.0
caledonia,MN,houston,14,43.6,-91.4,27055.0
camanche,IA,clinton,3,41.8,-90.3,19045.0
camarillo,CA,ventura,9,34.2,-119.1,6111.0
cambridge,OH,guernsey,4,40.1,-81.6,39059.0
cambridge,WI,dane,1,43.0,-89.1,55025.0
cambridge springs,PA,crawford,2,41.8,-80.0,42039.0
camden,ME,knox,1,44.2,-69.1,23013.0
camden,SC,kershaw,7,34.3,-80.6,45055.0
camdenton,MO,camden,12,38.0,-92.8,29029.0
cameron,TX,milam,30,30.8,-97.0,48331.0
cameron,WV,marshall,2,39.8,-80.6,54051.0
camino,CA,el dorado,4,38.8,-120.7,6017.0
camp hill,PA,cumberland,6,40.2,-76.9,42041.0
campbell,OH,mahoning,1,41.1,-80.6,39099.0
campobello,SC,spartanburg,6,35.1,-82.1,45083.0
canaan,NH,grafton,6,43.7,-72.0,33009.0
canandaigua,NY,ontario,3,42.8,-77.3,36069.0
candler,NC,buncombe,22,35.5,-82.7,37021.0
canton,GA,cherokee,2,34.2,-84.5,13057.0
canton,IL,fulton,55,40.6,-90.0,17057.0
canton,MA,norfolk,4,42.2,-71.1,25021.0
canton,MI,wayne,14,42.3,-83.5,26163.0
canton,NC,haywood,3,35.5,-82.8,37087.0
canyon,TX,randall,36,34.9,-101.9,48381.0
canyon lake,TX,comal,40,29.9,-98.3,48091.0
cape charles,VA,northampton,24,37.3,-76.0,51131.0
cape girardeau,MO,cape girardeau,94,37.3,-89.6,29031.0
cape may,NJ,cape may,808,39.0,-74.9,34009.0
cape may court house,NJ,cape may,18,39.1,-74.8,34009.0
cape may point,NJ,cape may,208,38.9,-75.0,34009.0
cape vincent,NY,jefferson,11,44.1,-76.3,36045.0
carbondale,IL,jackson,189,37.7,-89.2,17077.0
carle place,NY,nassau,1,40.7,-73.6,36059.0
carlisle,PA,cumberland,20,40.2,-77.2,42041.0
carlos,MN,douglas,3,46.0,-95.3,27041.0
carlstadt,NJ,bergen,2,40.8,-74.1,34003.0
carlton,AL,clarke,2,31.3,-87.8,1025.0
carmel,CA,monterey,4,36.5,-121.9,6053.0
carmel,IN,hamilton,28,40.0,-86.2,18057.0
carnegie,OK,caddo,20,35.1,-98.6,40015.0
caro,MI,tuscola,1,43.5,-83.4,26157.0
carrollton,TX,dallas,7,33.0,-96.9,48113.0
carrollton,TX,denton,7,33.0,-96.9,48121.0
carver,MA,plymouth,2,41.9,-70.8,25023.0
carver,MN,carver,18,44.7,-93.7,27019.0
cary,NC,wake,2,35.8,-78.8,37183.0
casa grande,AZ,pinal,3,32.7,-111.9,4021.0
cashion,OK,kingfisher,2,35.8,-97.7,40073.0
casper,WY,natrona,5,43.1,-106.4,56025.0
cassopolis,MI,cass,1,41.9,-86.0,26027.0
castle rock,CO,douglas,2,39.4,-104.9,8035.0
castleton,VT,rutland,4,43.6,-73.2,50021.0
castroville,CA,monterey,1,36.8,-121.8,6053.0
cato,NY,cayuga,2,43.2,-76.6,36011.0
catonsville,MD,baltimore,6,39.2,-76.7,24005.0
cattaraugus,NY,cattaraugus,16,42.3,-78.9,36009.0
cazenovia,NY,madison,8,42.9,-75.8,36053.0
cecilton,MD,cecil,1,39.4,-75.9,24015.0
cedar creek,TX,bastrop,4,30.2,-97.4,48021.0
cedar falls,IA,black hawk,48,42.5,-92.5,19013.0
cedar park,TX,williamson,3,30.5,-97.8,48491.0
cedar rapids,IA,linn,896,42.0,-91.7,19113.0
center moriches,NY,suffolk,4,40.8,-72.8,36103.0
center valley,PA,lehigh,1,40.5,-75.4,42077.0
centerville,MA,barnstable,1,41.6,-70.4,25001.0
central lake,MI,antrim,3,45.1,-85.3,26009.0
central point,OR,jackson,2,42.4,-122.9,41029.0
central square,NY,oswego,6,43.3,-76.2,36075.0
centre hall,PA,centre,17,40.8,-77.7,42027.0
centreville,MD,queen annes,1,39.1,-76.0,
centreville,VA,fairfax,2,38.8,-77.5,51059.0
ceresco,NE,saunders,1,41.0,-96.7,31155.0
chadwicks,NY,oneida,2,43.0,-75.3,36065.0
chagrin falls,OH,cuyahoga,36,41.4,-81.4,39035.0
chagrin falls,OH,geauga,12,41.4,-81.4,39055.0
chamberlain,ME,lincoln,1,43.9,-69.5,23015.0
chamberlain,SD,brule,52,43.7,-99.3,46015.0
chambersburg,PA,franklin,48,39.9,-77.7,42055.0
champaign,IL,champaign,54,40.1,-88.2,17019.0
chana,IL,ogle,45,42.0,-89.2,17141.0
chandler,AZ,maricopa,4,33.3,-111.9,4013.0
chandler,OK,lincoln,1,35.7,-96.9,40081.0
chantilly,VA,fairfax,2,38.9,-77.5,51059.0
chantilly,VA,loudoun,3,38.9,-77.5,51107.0
chapel hill,NC,orange,28,35.9,-79.0,37135.0
charleston,SC,berkeley,200,32.8,-79.9,45015.0
charleston,SC,charleston,550,32.8,-79.9,45019.0
charlestown,RI,washington,2,41.4,-71.7,44009.0
charlotte,NC,mecklenburg,126,35.2,-80.8,37119.0
charlotte,VT,chittenden,12,44.3,-73.2,50007.0
charlottesville,VA,albemarle,20,38.1,-78.4,51003.0
charlottesville,VA,charlottesville city,45,38.1,-78.4,51540.0
chassell,MI,houghton,6,47.0,-88.6,26061.0
chatham,IL,sangamon,4,39.7,-89.8,17167.0
chatham,MA,barnstable,2,41.7,-70.0,25001.0
chatham,NJ,morris,4,40.7,-74.4,34027.0
chattahoochee,FL,gadsden,1,30.6,-84.8,12039.0
chattanooga,TN,hamilton,70,35.0,-85.2,47065.0
chenango forks,NY,broome,4,42.3,-75.8,36007.0
cherokee,TX,san saba,1,31.0,-98.7,48411.0
cherry plain,NY,rensselaer,2,42.7,-73.4,36083.0
cherry valley,IL,winnebago,2,42.2,-88.9,17201.0
chesaning,MI,saginaw,1,43.2,-84.1,26145.0
chesapeake,VA,chesapeake city,9,36.7,-76.2,51550.0
chesterfield,MO,st. louis,6,38.6,-90.6,29189.0
chesterfield,VA,chesterfield,3,37.4,-77.6,51041.0
chesterland,OH,geauga,3,41.5,-81.3,39055.0
chesterton,IN,porter,4,41.6,-87.0,18127.0
chestertown,NY,warren,4,43.6,-73.8,36113.0
chicago,IL,cook,1740,41.9,-87.6,17031.0
chicopee,MA,hampden,30,42.1,-72.6,25013.0
childwold,NY,st. lawrence,2,44.3,-74.7,36089.0
christiana,PA,lancaster,12,39.9,-76.0,42071.0
christiana,TN,rutherford,2,35.7,-86.4,47149.0
christiansted,VI,st. croix,2,17.8,-64.8,
churchton,MD,anne arundel,4,38.8,-76.5,24003.0
cibolo,TX,guadalupe,5,29.6,-98.2,48187.0
cincinnati,OH,clermont,675,39.1,-84.5,39025.0
cincinnati,OH,hamilton,24975,39.1,-84.5,39061.0
cisco,TX,eastland,2,32.4,-99.0,48133.0
claremore,OK,rogers,40,36.3,-95.6,40131.0
clarklake,MI,jackson,5,42.1,-84.4,26075.0
clarks hill,SC,mccormick,4,33.6,-82.1,45065.0
clarksburg,PA,indiana,6,40.5,-79.4,42063.0
clarksdale,MS,coahoma,8,34.2,-90.6,28027.0
clarkston,MI,oakland,16,42.7,-83.4,26125.0
clarksville,IN,clark,100,38.3,-85.8,18019.0
clarksville,TN,montgomery,6,36.5,-87.3,47125.0
claypool,IN,kosciusko,1,41.1,-85.9,18085.0
clayton,GA,rabun,3,34.9,-83.4,13241.0
clayton,IN,hendricks,28,39.7,-86.5,18063.0
clear lake,IA,cerro gordo,2,43.1,-93.4,19033.0
cleburne,TX,johnson,2,32.3,-97.5,48251.0
clemmons,NC,forsyth,3,36.0,-80.4,37067.0
cleveland,OH,cuyahoga,3904,41.5,-81.6,39035.0
cleves,OH,hamilton,8,39.2,-84.7,39061.0
climax,MI,kalamazoo,3,42.3,-85.3,26077.0
clinton,AR,van buren,88,35.6,-92.6,5141.0
clinton,CT,middlesex,32,41.3,-72.5,9007.0
clinton,IA,clinton,6,41.9,-90.3,19045.0
clinton,IL,dewitt,11,40.1,-89.0,17039.0
clinton,MO,henry,21,38.4,-93.8,29083.0
clinton,SC,laurens,3,34.5,-81.8,45059.0
clinton corners,NY,dutchess,3,41.9,-73.8,36027.0
clinton township,MI,macomb,2,42.6,-82.9,26099.0
closter,NJ,bergen,1,41.0,-74.0,34003.0
cloverdale,IN,putnam,3,39.5,-86.8,18133.0
cloverdale,VA,botetourt,10,37.4,-79.9,51023.0
clovis,NM,curry,27,34.5,-103.3,35009.0
clyde,TX,callahan,100,32.3,-99.5,48059.0
cobden,IL,union,1,37.6,-89.2,17181.0
cockeysville,MD,baltimore,9,39.5,-76.6,24005.0
cocoa,FL,brevard,3,28.4,-80.7,12009.0
cocoa beach,FL,brevard,1,28.3,-80.6,12009.0
coconut creek,FL,broward,6,39.6,-80.0,12011.0
cody,WY,park,8,44.5,-109.6,56029.0
cohasset,MN,itasca,4,47.3,-93.7,27061.0
colbert,GA,madison,1,34.0,-83.2,13195.0
cold spring,NY,putnam,12,41.5,-73.9,36079.0
cole camp,MO,benton,48,38.4,-93.2,29015.0
college park,MD,prince georges,12,39.0,-76.9,
college station,TX,brazos,116,30.6,-96.3,48041.0
collegedale,TN,hamilton,3,35.1,-85.1,47065.0
colleyville,TX,tarrant,4,32.9,-97.1,48439.0
collinsville,IL,madison,3,38.7,-90.0,17119.0
colorado springs,CO,el paso,648,38.8,-104.8,8041.0
colton,NY,st. lawrence,1,44.3,-74.8,36089.0
columbia,IL,monroe,9,38.4,-90.2,17133.0
columbia,MD,howard,3,39.2,-76.8,24027.0
columbia,MO,boone,418,38.9,-92.2,29019.0
columbia,MS,marion,21,31.2,-89.8,28091.0
columbia,SC,lexington,315,34.0,-81.0,45063.0
columbia,SC,richland,5250,34.0,-81.0,45079.0
columbus,IN,bartholomew,25,39.2,-86.0,18005.0
columbus,KS,cherokee,21,37.2,-94.9,20021.0
columbus,OH,delaware,69,40.1,-83.0,39041.0
columbus,OH,franklin,1863,40.1,-83.0,39049.0
columbus,TX,colorado,2,29.7,-96.5,48089.0
comfort,TX,kendall,2,30.0,-98.7,48259.0
commerce city,CO,adams,3,39.8,-104.8,8001.0
comstock,NE,custer,21,41.4,-99.4,31041.0
concord,MA,middlesex,18,42.5,-71.4,25017.0
concord,NH,merrimack,10,43.1,-71.5,33013.0
conestoga,PA,lancaster,4,39.9,-76.4,42071.0
connellsville,PA,fayette,364,40.0,-79.6,42051.0
connersville,IN,fayette,80,39.6,-85.2,18041.0
conroe,TX,montgomery,14,30.3,-95.4,48339.0
converse,TX,bexar,25,29.5,-98.2,48029.0
conway,AR,faulkner,192,35.1,-92.4,5045.0
conway,SC,horry,2,33.9,-79.0,45051.0
cookeville,TN,putnam,5,36.2,-85.5,47141.0
coon rapids,IA,carroll,19,41.9,-94.7,19027.0
cooper,TX,delta,28,33.4,-95.6,48119.0
coopersburg,PA,lehigh,1,40.5,-75.4,42077.0
copan,OK,washington,1,36.9,-95.9,40147.0
copemish,MI,manistee,2,44.4,-85.9,26101.0
