City,State/Province,County,Count,Latitude,Longitude
brandon,SD,MINNEHAHA,6,43.6,-96.6
breckenridge,TX,STEPHENS,1,32.8,-98.9
brevard,NC,TRANSYLVANIA,2,35.2,-82.8
brewster,MA,BARNSTABLE,1,41.7,-70.1
bridgewater,MA,PLYMOUTH,2,42.0,-71.0
brigantine,NJ,ATLANTIC,4,39.4,-74.4
bristol,TN,SULLIVAN,2,36.6,-82.1
bristol,VT,ADDISON,7,44.1,-73.0
broken arrow,OK,TULSA,8,36.0,-95.8
broken arrow,OK,WAGONER,8,36.0,-95.8
bronte,TX,COKE,1,31.9,-100.3
bronx,NY,BRONX,27,40.8,-73.9
brookfield,WI,WAUKESHA,2,43.1,-88.1
brooklyn,NY,KINGS,48,40.7,-74.0
brookshire,TX,WALLER,3,29.8,-96.0
broomfield,CO,BROOMFIELD,42,39.9,-105.1
broomfield,CO,JEFFERSON,28,39.9,-105.1
brownfield,TX,TERRY,1,33.1,-102.3
brownsburg,IN,HENDRICKS,1,39.9,-86.4
brownsville,VT,WINDSOR,1,43.5,-72.5
bryan,TX,BRAZOS,8,30.6,-96.4
bryson city,NC,SWAIN,4,35.5,-83.6
budd lake,NJ,MORRIS,12,40.9,-74.8
buffalo center,IA,WINNEBAGO,2,43.3,-93.9
bullhead city,AZ,MOHAVE,1,35.0,-114.6
burbank,IL,COOK,3,41.7,-87.8
burke,VA,FAIRFAX,2,38.8,-77.3
burlington,CT,HARTFORD,2,41.8,-73.0
burlington,NC,ALAMANCE,4,36.0,-79.5
burlington,WI,RACINE,1,42.7,-88.3
burton,OH,GEAUGA,2,41.4,-81.2
burton,WV,WETZEL,2,39.7,-80.4
byron,GA,PEACH,3,32.6,-83.8
byron,MN,OLMSTED,2,44.0,-92.6
cabins,WV,GRANT,1,39.0,-79.3
caddo mills,TX,HUNT,1,33.1,-96.2
cadiz,KY,TRIGG,28,36.8,-87.9
caledonia,IL,BOONE,2,42.4,-88.9
calera,AL,SHELBY,1,33.1,-86.7
calhoun,MO,HENRY,1,38.5,-93.7
camden,ME,KNOX,1,44.2,-69.1
cameron,TX,MILAM,66,30.8,-97.0
camillus,NY,ONONDAGA,3,43.0,-76.3
campbell hall,NY,ORANGE,18,41.4,-74.3
canandaigua,NY,ONTARIO,4,42.8,-77.3
candler,NC,BUNCOMBE,4,35.5,-82.7
cannon falls,MN,GOODHUE,4,44.5,-92.8
canon city,CO,FREMONT,7,38.5,-105.3
canton,GA,CHEROKEE,2,34.2,-84.5
canton,NY,SAINT LAWRENCE,27,44.6,-75.2
cantonment,FL,ESCAMBIA,2,30.6,-87.3
canyon,TX,RANDALL,2,35.0,-101.9
cape may,NJ,CAPE MAY,16,39.0,-74.9
cape may point,NJ,CAPE MAY,2,38.9,-75.0
carbondale,IL,JACKSON,81,37.7,-89.2
carlisle,PA,CUMBERLAND,5,40.2,-77.2
carmel,NY,PUTNAM,8,41.4,-73.7
carnegie,PA,ALLEGHENY,5,40.4,-80.1
caro,MI,TUSCOLA,2,43.5,-83.4
carrabelle,FL,FRANKLIN,1,29.9,-84.6
carrizo springs,TX,DIMMIT,3,28.5,-99.9
carrollton,TX,DALLAS,3,33.1,-96.9
carrollton,TX,DENTON,3,33.1,-96.9
cartersville,GA,BARTOW,6,34.2,-84.8
casco,MI,SAINT CLAIR,2,42.8,-82.7
cedar,MN,ANOKA,5,45.3,-93.2
cedar hill,TX,DALLAS,1,32.6,-97.0
cedar park,TX,WILLIAMSON,2,30.5,-97.8
cedar rapids,IA,LINN,8,42.0,-91.7
centerburg,OH,KNOX,1,40.3,-82.7
central city,PA,SOMERSET,1,40.1,-78.8
centralia,IL,MARION,7,38.5,-89.2
chamberlain,SD,BRULE,4,43.7,-99.3
chambersburg,PA,FRANKLIN,24,39.9,-77.7
champaign,IL,CHAMPAIGN,1,40.1,-88.2
champion,MI,MARQUETTE,1,46.5,-88.0
chandler,AZ,MARICOPA,10,33.3,-111.9
channahon,IL,WILL,1,41.4,-88.2
chapel hill,NC,ORANGE,8,35.9,-79.0
charleston,SC,BERKELEY,12,32.8,-79.9
charleston,SC,CHARLESTON,33,32.8,-79.9
charleston,WV,KANAWHA,26,38.3,-81.6
charlestown,RI,WASHINGTON,1,41.4,-71.7
charlotte,NC,MECKLENBURG,14,35.2,-80.8
charlotte,VT,CHITTENDEN,14,44.3,-73.2
charlottesville,VA,ALBEMARLE,8,38.1,-78.4
charlottesville,VA,CHARLOTTESVILLE CITY,18,38.1,-78.4
chassell,MI,HOUGHTON,1,47.0,-88.6
cherokee,OK,ALFALFA,2,36.7,-98.2
chesapeake,VA,CHESAPEAKE CITY,3,36.7,-76.2
cheshire,CT,NEW HAVEN,3,41.3,-73.0
chester,CT,MIDDLESEX,1,41.4,-72.5
chesterfield,MA,HAMPSHIRE,1,42.4,-72.8
chestertown,MD,KENT,1,39.2,-76.1
chestertown,MD,QUEEN ANNES,2,39.2,-76.1
chicago,IL,COOK,1102,42.0,-87.8
chickasha,OK,GRADY,2,35.0,-98.0
chicopee,MA,HAMPDEN,9,42.1,-72.6
chillicothe,MO,LIVINGSTON,2,39.8,-93.5
cincinnati,OH,CLERMONT,15,39.1,-84.5
cincinnati,OH,HAMILTON,555,39.1,-84.5
citronelle,AL,MOBILE,1,31.0,-88.3
claremore,OK,ROGERS,10,36.3,-95.6
clarksville,TN,MONTGOMERY,12,36.5,-87.3
clay,WV,CLAY,4,38.5,-81.0
clayton,NY,JEFFERSON,15,44.2,-76.1
clear lake,IA,CERRO GORDO,3,43.2,-93.4
clearwater,FL,PINELLAS,3,28.0,-82.8
clemson,SC,PICKENS,4,34.7,-82.8
cleveland,GA,WHITE,1,34.6,-83.8
cleveland,OH,CUYAHOGA,64,41.5,-81.7
clifford,ND,TRAILL,2,47.4,-97.4
clifton,TX,BOSQUE,14,31.8,-97.5
clifton park,NY,SARATOGA,5,42.9,-74.0
clinton,IA,CLINTON,6,41.9,-90.3
clinton,IN,VERMILLION,9,39.7,-87.5
clinton,NC,SAMPSON,3,35.0,-78.3
clinton,NJ,HUNTERDON,1,40.8,-75.2
clive,IA,POLK,2,41.6,-93.7
cocoa beach,FL,BREVARD,1,28.3,-80.6
colbert,GA,MADISON,1,34.0,-83.2
cold spring,MN,STEARNS,1,45.4,-94.4
coldwater,KS,COMANCHE,1,37.2,-99.2
coleman,TX,COLEMAN,5,31.9,-99.4
college station,TX,BRAZOS,4,30.6,-96.3
collegeville,PA,MONTGOMERY,16,40.2,-75.4
colorado springs,CO,EL PASO,360,38.8,-104.8
colton,NY,SAINT LAWRENCE,1,44.3,-74.8
columbia,LA,CALDWELL,15,32.2,-92.1
columbia,MD,HOWARD,2,39.2,-76.9
columbia,MO,BOONE,66,38.9,-92.2
columbia,SC,LEXINGTON,21,34.0,-81.0
columbia,SC,RICHLAND,350,34.0,-81.0
columbia,SD,BROWN,3,45.7,-98.3
columbus,NC,POLK,2,35.2,-82.1
comfort,TX,KENDALL,1,30.0,-98.7
concord,MA,MIDDLESEX,3,42.5,-71.4
concord,NH,MERRIMACK,5,43.3,-71.5
conesville,OH,COSHOCTON,1,40.2,-81.9
connellsville,PA,FAYETTE,44,40.0,-79.6
connersville,IN,FAYETTE,10,39.6,-85.2
conway,AR,FAULKNER,24,35.1,-92.4
conway,SC,HORRY,2,33.9,-79.0
conyers,GA,ROCKDALE,5,33.7,-84.0
coopersburg,PA,LEHIGH,1,40.5,-75.4
copeland,KS,GRAY,1,37.6,-100.6
copiague,NY,SUFFOLK,2,40.7,-73.4
copperas cove,TX,CORYELL,4,31.3,-98.1
coral gables,FL,MIAMI-DADE,4,25.8,-80.3
cordova,TN,SHELBY,8,35.2,-89.8
corinth,MS,ALCORN,6,34.9,-88.6
cornwall,NY,ORANGE,43,41.4,-74.0
corpus christi,TX,NUECES,5,27.8,-97.4
cortland,NY,CORTLAND,16,42.6,-76.2
cottonwood,AZ,YAVAPAI,1,34.7,-112.0
council bluffs,IA,POTTAWATTAMIE,4,41.3,-95.8
coventry,RI,KENT,1,41.7,-71.6
covina,CA,LOS ANGELES,2,34.1,-117.9
covington,GA,NEWTON,3,33.6,-83.9
crimora,VA,AUGUSTA,1,38.2,-78.8
crivitz,WI,MARINETTE,3,45.2,-88.0
cromwell,CT,MIDDLESEX,1,41.6,-72.7
croton on hudson,NY,WESTCHESTER,10,41.2,-73.9
crowley,LA,ACADIA,2,30.2,-92.4
crozet,VA,ALBEMARLE,4,38.1,-78.7
crozier,VA,GOOCHLAND,1,37.7,-77.8
crystal lake,IL,MCHENRY,28,42.2,-88.3
cub run,KY,HART,4,37.3,-86.1
cuba,MO,CRAWFORD,1,38.1,-91.4
currie,NC,PENDER,2,34.4,-78.1
cusseta,AL,LEE,1,32.8,-85.3
custer,SD,CUSTER,8,43.7,-103.8
cynthiana,KY,HARRISON,17,38.4,-84.3
cypress,TX,HARRIS,1,30.0,-95.7
dallas,TX,COLLIN,24,32.8,-96.8
dallas,TX,DALLAS,276,32.8,-96.8
dalton,GA,WHITFIELD,2,34.8,-84.9
damariscotta,ME,LINCOLN,1,44.0,-69.5
danville,IL,VERMILION,9,40.1,-87.6
danville,PA,MONTOUR,17,41.0,-76.7
danville,VA,DANVILLE CITY,2,36.7,-79.5
darien,IL,DUPAGE,1,41.8,-88.0
dauphin,PA,DAUPHIN,5,40.4,-76.9
davenport,FL,POLK,18,28.2,-81.6
davidsonville,MD,ANNE ARUNDEL,4,39.0,-76.7
davis,CA,YOLO,2,38.6,-121.8
de berry,TX,PANOLA,3,32.2,-94.1
de pere,WI,BROWN,2,44.4,-88.1
de queen,AR,SEVIER,1,34.1,-94.3
dearborn,MI,WAYNE,2,42.3,-83.2
dearing,GA,MCDUFFIE,4,33.4,-82.4
decatur,GA,DEKALB,12,33.8,-84.3
decatur,IL,MACON,3,39.8,-88.9
deer lodge,TN,MORGAN,1,36.2,-84.8
delancey,NY,DELAWARE,4,42.2,-75.0
deland,FL,VOLUSIA,2,29.0,-81.4
delran,NJ,BURLINGTON,1,39.9,-75.0
denison,TX,GRAYSON,1,33.7,-96.5
denton,NE,LANCASTER,1,40.7,-96.8
des moines,IA,POLK,112,41.6,-93.7
destin,FL,OKALOOSA,2,30.4,-86.5
diamondhead,MS,HANCOCK,3,30.4,-89.4
dickens,TX,DICKENS,1,33.6,-100.7
diller,NE,JEFFERSON,1,40.1,-97.0
dinuba,CA,TULARE,2,36.5,-119.4
dixon,CA,SOLANO,2,38.4,-121.8
dothan,AL,HOUSTON,7,31.2,-85.5
douglasville,GA,DOUGLAS,1,33.8,-84.8
dover,DE,KENT,2,39.2,-75.6
dover,FL,HILLSBOROUGH,2,28.0,-82.2
dover,NH,STRAFFORD,2,43.2,-70.9
downers grove,IL,DUPAGE,1,41.8,-88.0
downingtown,PA,CHESTER,2,40.0,-75.7
doylestown,PA,BUCKS,4,40.3,-75.1
dublin,PA,BUCKS,1,40.4,-75.2
dubuque,IA,DUBUQUE,11,42.5,-90.7
duluth,GA,FULTON,6,34.0,-84.2
duluth,GA,GWINNETT,6,34.0,-84.2
dunnellon,FL,CITRUS,6,29.1,-82.4
dunnellon,FL,MARION,2,29.1,-82.4
durant,OK,BRYAN,2,34.0,-96.4
durham,NC,DURHAM,20,36.0,-79.0
eagle pass,TX,MAVERICK,5,28.7,-100.5
eagleville,PA,MONTGOMERY,6,40.1,-75.3
earlville,IL,LA SALLE,3,41.6,-88.9
east amherst,NY,ERIE,20,43.0,-78.7
east hampton,NY,SUFFOLK,2,41.0,-72.2
east lansing,MI,INGHAM,1,42.8,-84.4
east meredith,NY,DELAWARE,3,42.4,-74.9
east stroudsburg,PA,MONROE,5,41.1,-75.1
eastham,MA,BARNSTABLE,1,41.8,-70.0
eastlake,OH,LAKE,10,41.7,-81.4
eastman,WI,CRAWFORD,2,43.2,-91.0
eastpointe,MI,MACOMB,2,42.5,-82.9
eau claire,WI,EAU CLAIRE,12,44.7,-91.5
eden prairie,MN,HENNEPIN,1,44.8,-93.5
edinburg,TX,HIDALGO,6,26.3,-98.1
edinburg,VA,SHENANDOAH,1,38.8,-78.6
el cajon,CA,SAN DIEGO,3,32.8,-116.9
el reno,OK,CANADIAN,3,35.5,-98.0
eldora,IA,HARDIN,2,42.3,-93.1
elgin,TX,BASTROP,14,30.3,-97.4
elizabethtown,KY,HARDIN,2,37.7,-85.8
elkton,MD,CECIL,1,39.6,-75.9
ellerslie,GA,HARRIS,6,32.6,-84.8
ellettsville,IN,MONROE,3,39.3,-86.6
ellicott city,MD,HOWARD,5,39.3,-76.8
ellicottville,NY,CATTARAUGUS,1,42.3,-78.6
elmwood park,NJ,BERGEN,1,40.8,-74.2
elon,NC,ALAMANCE,4,36.2,-79.5
emerson,NJ,BERGEN,3,41.0,-74.0
emporia,KS,LYON,4,38.6,-96.2
endicott,NY,BROOME,14,42.1,-76.1
englewood,FL,CHARLOTTE,6,27.0,-82.3
englewood,FL,SARASOTA,6,27.0,-82.3
ennis,TX,ELLIS,1,32.3,-96.6
equinunk,PA,WAYNE,3,41.8,-75.2
erie,MI,MONROE,3,41.8,-83.5
erie,PA,ERIE,12,42.1,-80.1
essex,VT,CHITTENDEN,2,44.5,-73.1
etowah,NC,HENDERSON,2,35.3,-82.6
eufaula,AL,BARBOUR,2,31.9,-85.3
euless,TX,TARRANT,1,32.9,-97.1
evanston,IL,COOK,3,42.1,-87.7
fairfax,VA,FAIRFAX,4,38.8,-77.3
fairfax,VA,FAIRFAX CITY,1,38.8,-77.3
fairfax station,VA,FAIRFAX,6,38.8,-77.3
fairfield,IA,JEFFERSON,16,41.0,-91.9
fairport,NY,MONROE,1,43.1,-77.4
fairview heights,IL,SAINT CLAIR,4,38.6,-90.0
falmouth,KY,PENDLETON,22,38.7,-84.4
fargo,ND,CASS,66,46.9,-96.8
farmington,ME,FRANKLIN,3,44.7,-70.1
fayetteville,AR,WASHINGTON,8,36.0,-94.1
fayetteville,NC,CUMBERLAND,14,35.0,-78.7
fenton,MO,SAINT LOUIS,3,38.5,-90.5
fenwick,MI,MONTCALM,6,43.1,-85.1
fergus falls,MN,OTTER TAIL,2,46.3,-96.1
fishers,IN,HAMILTON,2,40.0,-86.0
fleming island,FL,CLAY,8,30.1,-81.7
floresville,TX,WILSON,1,29.2,-98.2
flowery branch,GA,HALL,6,34.2,-83.9
folly beach,SC,CHARLESTON,2,32.7,-79.9
forestburg,TX,MONTAGUE,1,33.5,-97.6
fort davis,TX,JEFF DAVIS,3,30.6,-103.9
fort dodge,IA,WEBSTER,7,42.5,-94.2
fort lauderdale,FL,BROWARD,34,26.1,-80.1
fort mill,SC,LANCASTER,3,35.0,-80.9
fort mill,SC,YORK,3,35.0,-80.9
fort myers,FL,LEE,8,26.6,-81.9
fort polk,LA,VERNON,3,31.0,-93.2
fort scott,KS,BOURBON,3,37.8,-94.7
fort smith,AR,SEBASTIAN,4,35.4,-94.4
fort walton beach,FL,OKALOOSA,12,30.4,-86.6
fort wayne,IN,ALLEN,33,41.1,-85.2
fort worth,TX,TARRANT,245,32.8,-97.3
fortville,IN,HANCOCK,2,39.9,-85.8
framingham,MA,MIDDLESEX,4,42.3,-71.4
franklin,KY,SIMPSON,6,36.7,-86.6
franklin lakes,NJ,BERGEN,2,41.0,-74.2
frederic,WI,POLK,20,45.7,-92.4
fredericksburg,VA,FREDERICKSBURG CITY,4,38.3,-77.5
fredericksburg,VA,SPOTSYLVANIA,8,38.3,-77.5
fredericksburg,VA,STAFFORD,10,38.3,-77.5
freeburg,PA,SNYDER,1,40.8,-76.9
friendswood,TX,GALVESTON,3,29.5,-95.2
frisco,TX,COLLIN,2,33.2,-96.8
frisco,TX,DENTON,2,33.2,-96.8
gainesville,FL,ALACHUA,28,29.6,-82.4
gainesville,GA,HALL,2,34.3,-83.8
galesburg,IL,KNOX,2,41.0,-90.4
galveston,TX,GALVESTON,14,29.3,-94.8
garden city,KS,FINNEY,1,38.0,-100.9
gilbert,SC,LEXINGTON,1,33.9,-81.4
gillett,PA,BRADFORD,7,42.0,-76.8
gilmer,TX,UPSHUR,24,32.7,-95.0
gleason,WI,LINCOLN,20,45.4,-89.5
glendale,AZ,MARICOPA,2,33.5,-112.2
glengary,WV,BERKELEY,2,39.4,-78.2
glenview,IL,COOK,1,42.1,-87.8
gloucester,MA,ESSEX,2,42.6,-70.7
glyndon,MN,CLAY,2,46.9,-96.5
goodman,MO,MCDONALD,2,36.7,-94.4
gorham,NH,COOS,2,44.4,-71.1
grafton,IL,JERSEY,3,39.0,-90.4
grafton,WI,OZAUKEE,1,43.3,-87.9
graham,TX,YOUNG,1,33.1,-98.6
granbury,TX,HOOD,4,32.4,-97.7
grand forks,ND,GRAND FORKS,2,47.9,-97.1
grand haven,MI,OTTAWA,1,43.0,-86.1
grand island,NY,ERIE,1,43.0,-79.0
grand junction,CO,MESA,4,39.1,-108.5
grand rapids,MI,KENT,112,42.9,-85.6
grants pass,OR,JOSEPHINE,2,42.6,-123.6
granville,OH,LICKING,1,40.1,-82.5
grapevine,TX,TARRANT,1,32.9,-97.1
gray court,SC,LAURENS,2,34.6,-82.2
gray summit,MO,FRANKLIN,1,38.5,-90.8
grayson,LA,CALDWELL,1,32.0,-92.0
great falls,VA,FAIRFAX,1,39.0,-77.3
green bay,WI,BROWN,48,44.5,-88.0
greenbush,MI,ALCONA,1,44.5,-83.4
greenfield,MA,FRANKLIN,4,42.6,-72.6
greensboro,NC,GUILFORD,124,36.1,-79.8
greenville,NC,PITT,4,35.7,-77.4
greenville,SC,GREENVILLE,49,34.6,-82.2
greenwood,SC,GREENWOOD,3,34.1,-82.2
greer,SC,GREENVILLE,1,34.9,-82.3
grenada,MS,GRENADA,6,33.8,-89.8
gretna,LA,JEFFERSON,2,29.9,-90.0
grosse pointe,MI,WAYNE,42,42.4,-82.9
groton,CT,NEW LONDON,11,41.4,-72.0
groton,MA,MIDDLESEX,3,42.6,-71.6
gulf breeze,FL,SANTA ROSA,15,30.4,-87.1
gulf shores,AL,BALDWIN,1,30.2,-87.8
guthrie,OK,LOGAN,2,35.8,-97.5
gypsum,KS,SALINE,2,38.7,-97.4
hackensack,MN,CASS,1,47.0,-94.5
hackettstown,NJ,WARREN,2,40.9,-74.8
hamden,NY,DELAWARE,1,42.2,-75.0
hamilton,AL,MARION,2,34.2,-88.0
hammond,IN,LAKE,3,41.6,-87.5
hammond,LA,TANGIPAHOA,2,30.5,-90.5
hampton,VA,HAMPTON CITY,4,37.1,-76.3
hampton,VA,YORK,4,37.1,-76.3
hanover,MD,ANNE ARUNDEL,12,39.2,-76.7
hanover,NH,GRAFTON,1,43.7,-72.3
harbert,MI,BERRIEN,1,41.9,-86.6
harbor beach,MI,HURON,1,43.8,-82.8
hardy,VA,FRANKLIN,1,37.2,-79.8
harleysville,PA,MONTGOMERY,6,40.3,-75.4
harlingen,TX,CAMERON,36,26.2,-97.7
harrisburg,PA,DAUPHIN,81,40.3,-76.9
harrisville,MI,ALCONA,16,44.6,-83.4
harrisville,NH,CHESHIRE,1,42.9,-72.1
hartford,CT,HARTFORD,21,41.8,-72.7
hartland,MI,LIVINGSTON,1,42.6,-83.7
hartley,IA,OBRIEN,4,43.2,-95.5
hartselle,AL,MORGAN,1,34.4,-86.9
hartsville,TN,TROUSDALE,1,36.4,-86.2
hauppauge,NY,SUFFOLK,6,40.8,-73.2
havre de grace,MD,HARFORD,4,39.6,-76.1
hawarden,IA,SIOUX,1,43.0,-96.4
heafford junction,WI,LINCOLN,3,45.5,-89.7
heislerville,NJ,CUMBERLAND,2,39.3,-75.0
henderson harbor,NY,JEFFERSON,2,43.9,-76.1
hendersonville,NC,HENDERSON,3,35.3,-82.5
hendersonville,TN,SUMNER,2,36.3,-86.6
henniker,NH,MERRIMACK,1,43.2,-71.8
herndon,VA,FAIRFAX,6,39.0,-77.4
hickory corners,MI,BARRY,2,42.4,-85.4
high point,NC,GUILFORD,8,36.0,-80.0
highland,IL,MADISON,2,38.9,-89.6
highlands,NJ,MONMOUTH,12,40.4,-74.0
hillman,MI,MONTMORENCY,1,45.1,-84.0
hillsdale,NJ,BERGEN,1,41.0,-74.0
hindsville,AR,MADISON,1,36.1,-93.9
hinesville,GA,LIBERTY,9,31.9,-81.6
hogansville,GA,TROUP,3,33.2,-84.9
holly springs,NC,WAKE,3,35.6,-78.9
homer,NY,CORTLAND,2,42.7,-76.2
homestead,FL,MIAMI-DADE,24,25.5,-80.5
homosassa,FL,CITRUS,3,28.7,-82.5
honeoye falls,NY,MONROE,1,43.0,-77.5
hope,ME,KNOX,2,44.3,-69.1
horseshoe bay,TX,LLANO,12,30.5,-98.4
houston,TX,FORT BEND,21,29.8,-95.4
houston,TX,HARRIS,903,29.8,-95.4
howell,MI,LIVINGSTON,3,42.6,-83.9
hubbard,IA,HARDIN,2,42.3,-93.3
hudson,WI,SAINT CROIX,4,45.0,-92.7
hugo,MN,WASHINGTON,8,45.2,-93.0
humbird,WI,CLARK,2,44.5,-90.9
humble,TX,HARRIS,12,30.0,-95.2
huntersville,NC,MECKLENBURG,4,35.4,-80.9
huntington,WV,CABELL,15,38.4,-82.4
huntington,WV,WAYNE,5,38.4,-82.4
huntington beach,CA,ORANGE,40,33.7,-118.0
huntington station,NY,SUFFOLK,6,40.8,-73.4
huntington woods,MI,OAKLAND,3,42.5,-83.2
huntsville,AL,MADISON,9,34.7,-86.5
hutchinson,KS,RENO,15,38.0,-98.1
imperial beach,CA,SAN DIEGO,4,32.6,-117.1
independence,KS,MONTGOMERY,1,37.2,-95.8
independence,MO,JACKSON,14,39.1,-94.3
indianapolis,IN,HAMILTON,10,39.8,-86.3
