City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season,AQI,Temp_Mean
South Windsor,CT,hartford,2021-09-22,41.8,-72.5,2021,9,22,9,Fall,35.0,72.375
Itasca,IL,dupage,2021-09-22,42.0,-88.0,2021,9,22,2,Fall,26.0,
Georgetown,TX,williamson,2021-09-22,30.6,-97.7,2021,9,22,12,Fall,,
Chesapeake,VA,chesapeakecity,2021-09-22,36.9,-76.4,2021,9,22,3,Fall,,
Colorado Springs,CO,elpaso,2021-09-22,38.8,-104.7,2021,9,22,36,Fall,48.0,58.083333
South China,ME,kennebec,2021-09-22,44.5,-69.5,2021,9,22,3,Fall,31.0,
Manheim,PA,lancaster,2021-09-22,40.2,-76.4,2021,9,22,16,Fall,45.0,74.375
Edwardsville,IL,madison,2021-09-22,38.8,-90.0,2021,9,22,20,Fall,33.0,
Suffield,CT,hartford,2021-09-22,42.0,-72.7,2021,9,22,2,Fall,35.0,72.375
Moody,AL,saintclair,2021-09-22,33.6,-86.5,2021,9,22,6,Fall,,
Cedar Rapids,IA,linn,2021-09-22,41.9,-91.7,2021,9,22,8,Fall,31.0,59.833333
Burleson,TX,johnson,2021-09-22,32.6,-97.3,2021,9,22,27,Fall,48.0,67.208333
Plano,TX,collin,2021-09-22,33.0,-96.7,2021,9,22,30,Fall,44.0,69.83333350000001
Owasso,OK,tulsa,2021-09-22,36.3,-95.8,2021,9,22,4,Fall,41.0,65.102976
Abilene,TX,taylor,2021-09-22,32.5,-99.8,2021,9,22,7,Fall,,
Edmond,OK,oklahoma,2021-09-22,35.7,-97.5,2021,9,22,8,Fall,45.0,65.1063724
Hopkins,MN,hennepin,2021-09-22,44.9,-93.4,2021,9,22,6,Fall,30.0,
New Braunfels,TX,comal,2021-09-22,29.7,-98.2,2021,9,22,7,Fall,,
Saint Paul,MN,ramsey,2021-09-22,44.9,-93.1,2021,9,22,43,Fall,34.0,
Bulverde,TX,comal,2021-09-22,29.8,-98.4,2021,9,22,1,Fall,,
Mogadore,OH,portage,2021-09-22,41.0,-81.4,2021,9,22,2,Fall,21.0,
Broken Arrow,OK,wagoner,2021-09-22,36.1,-95.7,2021,9,22,2,Fall,,
Montgomery,TX,montgomery,2021-09-22,30.4,-95.8,2021,9,22,3,Fall,45.0,72.75
Broken Arrow,OK,wagoner,2021-09-22,36.0,-95.8,2021,9,22,2,Fall,,
New York,NY,newyork,2021-09-22,40.8,-74.0,2021,9,22,62,Fall,31.0,
New York,NY,newyork,2021-09-22,40.7,-74.0,2021,9,22,62,Fall,31.0,
York,PA,york,2021-09-22,39.9,-76.7,2021,9,22,31,Fall,34.0,73.583333
Shawnee,KS,johnson,2021-09-22,39.0,-94.7,2021,9,22,9,Fall,39.0,60.375
Salisbury,MD,wicomico,2021-09-22,38.3,-75.6,2021,9,22,1,Fall,,
Wimberley,TX,hays,2021-09-22,30.0,-98.1,2021,9,22,15,Fall,,
Broken Arrow,OK,tulsa,2021-09-22,36.1,-95.7,2021,9,22,2,Fall,41.0,65.102976
Broken Arrow,OK,tulsa,2021-09-22,36.0,-95.8,2021,9,22,2,Fall,41.0,65.102976
Plattsburg,MO,clinton,2021-09-22,39.6,-94.4,2021,9,22,2,Fall,31.0,
Lawrence,KS,douglas,2021-09-22,39.0,-95.2,2021,9,22,12,Fall,,
Springfield,PA,delaware,2021-09-22,39.9,-75.3,2021,9,22,1,Fall,33.0,
Boerne,TX,kendall,2021-09-22,29.8,-98.8,2021,9,22,3,Fall,,
Corpus Christi,TX,nueces,2021-09-22,27.8,-97.4,2021,9,22,15,Fall,44.0,78.270833
Kansas City,MO,clay,2021-09-22,39.3,-94.5,2021,9,22,210,Fall,34.0,58.625
Durham,NC,durham,2021-09-22,35.9,-78.8,2021,9,22,10,Fall,31.0,
Durant,OK,bryan,2021-09-22,34.0,-96.4,2021,9,22,4,Fall,,
Kansas City,MO,jackson,2021-09-22,39.1,-94.6,2021,9,22,13,Fall,38.0,61.30208325
Kansas City,MO,jackson,2021-09-22,39.2,-94.5,2021,9,22,26,Fall,38.0,61.30208325
Kansas City,MO,jackson,2021-09-22,39.3,-94.5,2021,9,22,130,Fall,38.0,61.30208325
Dublin,TX,erath,2021-09-22,32.1,-98.3,2021,9,22,4,Fall,,
Kansas City,MO,platte,2021-09-22,39.1,-94.6,2021,9,22,10,Fall,,
Kansas City,MO,platte,2021-09-22,39.2,-94.5,2021,9,22,20,Fall,,
Kansas City,MO,platte,2021-09-22,39.3,-94.5,2021,9,22,100,Fall,,
Binghamton,NY,broome,2021-09-22,42.1,-75.9,2021,9,22,34,Fall,,66.416667
Big Spring,TX,howard,2021-09-22,32.2,-101.5,2021,9,22,4,Fall,,67.083333
Dallas,TX,dallas,2021-09-22,32.8,-96.8,2021,9,22,23,Fall,42.0,72.4666666
Bethesda,MD,montgomery,2021-09-22,39.0,-77.1,2021,9,22,16,Fall,30.0,71.333333
Dallas,TX,dallas,2021-09-22,32.8,-96.7,2021,9,22,23,Fall,42.0,72.4666666
Kansas City,MO,clay,2021-09-22,39.2,-94.5,2021,9,22,42,Fall,34.0,58.625
Doniphan,MO,ripley,2021-09-22,36.7,-91.1,2021,9,22,4,Fall,,
Kansas City,MO,clay,2021-09-22,39.1,-94.6,2021,9,22,21,Fall,34.0,58.625
Junction,TX,kimble,2021-09-22,30.5,-99.8,2021,9,22,2,Fall,,
Marshall,MN,lyon,2021-09-22,44.4,-95.8,2021,9,22,1,Fall,37.0,
Raymond,MS,hinds,2021-09-22,32.3,-90.4,2021,9,22,2,Fall,35.0,68.60625
Topeka,KS,shawnee,2021-09-22,39.0,-95.7,2021,9,22,20,Fall,36.0,59.416667
Dallas,TX,collin,2021-09-22,32.8,-96.8,2021,9,22,2,Fall,44.0,69.83333350000001
Dallas,TX,collin,2021-09-22,32.8,-96.7,2021,9,22,2,Fall,44.0,69.83333350000001
Dallas,TX,collin,2021-09-22,32.9,-96.8,2021,9,22,6,Fall,44.0,69.83333350000001
Northfield,MN,rice,2021-09-22,44.4,-93.2,2021,9,22,2,Fall,,
Eastlake,OH,lake,2021-09-22,41.6,-81.5,2021,9,22,125,Fall,24.0,
Northfield,OH,summit,2021-09-22,41.3,-81.6,2021,9,22,18,Fall,20.0,
Northford,CT,newhaven,2021-09-22,41.4,-72.8,2021,9,22,1,Fall,34.0,73.31944466666667
Joplin,MO,jasper,2021-09-22,37.0,-94.5,2021,9,22,33,Fall,34.0,
Saint Paul,MN,dakota,2021-09-22,44.9,-93.1,2021,9,22,11,Fall,36.0,
Bloomingdale,NJ,passaic,2021-09-22,41.0,-74.3,2021,9,22,10,Fall,31.0,
East Marion,NY,suffolk,2021-09-22,41.1,-72.3,2021,9,22,4,Fall,32.0,
Wayland,MA,middlesex,2021-09-22,42.4,-71.3,2021,9,22,2,Fall,32.0,
Township Of Washington,NJ,bergen,2021-09-22,41.0,-74.1,2021,9,22,45,Fall,31.0,
Marshall,MI,calhoun,2021-09-22,42.3,-85.0,2021,9,22,6,Fall,,
Dallas,TX,dallas,2021-09-22,32.9,-96.8,2021,9,22,69,Fall,42.0,72.4666666
Odessa,TX,ector,2021-09-22,31.9,-102.3,2021,9,22,50,Fall,,68.45833350000001
Tulsa,OK,tulsa,2021-09-22,36.1,-96.0,2021,9,22,8,Fall,41.0,65.102976
Tulsa,OK,tulsa,2021-09-22,36.1,-95.9,2021,9,22,56,Fall,41.0,65.102976
Tulsa,OK,tulsa,2021-09-22,36.2,-96.0,2021,9,22,8,Fall,41.0,65.102976
Tulsa,OK,tulsa,2021-09-22,36.2,-95.9,2021,9,22,16,Fall,41.0,65.102976
Oklahoma City,OK,cleveland,2021-09-22,35.5,-97.6,2021,9,22,54,Fall,48.0,67.845833
Oklahoma City,OK,oklahoma,2021-09-22,35.5,-97.6,2021,9,22,306,Fall,45.0,65.1063724
Great Cacapon,WV,morgan,2021-09-22,39.6,-78.3,2021,9,22,30,Fall,,
Denver,CO,adams,2021-09-22,39.8,-104.8,2021,9,22,8,Fall,28.0,
Grapevine,TX,tarrant,2021-09-22,32.9,-97.1,2021,9,22,2,Fall,46.0,70.173611
Denver,CO,arapahoe,2021-09-22,39.8,-104.8,2021,9,22,2,Fall,45.0,54.847222
Denver,CO,denver,2021-09-22,39.8,-104.8,2021,9,22,27,Fall,47.0,61.725
Goshen,IN,elkhart,2021-09-22,41.6,-85.8,2021,9,22,2,Fall,26.0,
Valatie,NY,columbia,2021-09-22,42.4,-73.7,2021,9,22,2,Fall,,
Austin,TX,williamson,2021-09-22,30.4,-97.8,2021,9,22,6,Fall,,
Austin,TX,travis,2021-09-22,30.4,-97.8,2021,9,22,86,Fall,49.0,73.86458325
Mckinney,TX,collin,2021-09-22,33.2,-96.7,2021,9,22,6,Fall,44.0,69.83333350000001
Mill Valley,CA,marin,2021-09-22,37.9,-122.5,2021,9,22,4,Fall,41.0,
Denver,CO,jefferson,2021-09-22,39.8,-104.8,2021,9,22,5,Fall,54.0,58.3579545
Austin,TX,hays,2021-09-22,30.4,-97.8,2021,9,22,2,Fall,,
Glen Rose,TX,somervell,2021-09-22,32.2,-97.8,2021,9,22,3,Fall,,
Gully,MN,polk,2021-09-22,47.8,-95.6,2021,9,22,2,Fall,,
Midland,TX,midland,2021-09-22,32.0,-102.0,2021,9,22,3,Fall,,
Tulsa,OK,creek,2021-09-22,36.1,-96.0,2021,9,22,1,Fall,41.0,61.791667
Middletown,PA,dauphin,2021-09-22,40.2,-76.7,2021,9,22,9,Fall,39.0,72.833333
Tulsa,OK,creek,2021-09-22,36.1,-95.9,2021,9,22,7,Fall,41.0,61.791667
Tulsa,OK,creek,2021-09-22,36.2,-96.0,2021,9,22,1,Fall,41.0,61.791667
Tulsa,OK,creek,2021-09-22,36.2,-95.9,2021,9,22,2,Fall,41.0,61.791667
Lake George,NY,warren,2021-09-22,43.4,-73.7,2021,9,22,6,Fall,,
Round Pond,ME,lincoln,2021-09-22,43.9,-69.5,2021,9,22,1,Fall,,
Bayside,NY,queens,2021-09-22,40.8,-73.8,2021,9,22,5,Fall,36.0,75.291667
Wappingers Falls,NY,dutchess,2021-09-22,41.5,-74.0,2021,9,22,56,Fall,31.0,
Mckinleyville,CA,humboldt,2021-09-22,40.9,-124.1,2021,9,22,1,Fall,42.0,
Bartlesville,OK,washington,2021-09-22,36.7,-96.0,2021,9,22,8,Fall,39.0,63.9875
Keyport,NJ,monmouth,2021-09-22,40.4,-74.2,2021,9,22,4,Fall,30.0,
Meredith,NH,belknap,2021-09-22,43.7,-71.5,2021,9,22,14,Fall,27.0,67.791667
Cumberland Foreside,ME,cumberland,2021-09-22,43.7,-70.2,2021,9,22,12,Fall,34.0,65.666667
Kennett,MO,dunklin,2021-09-22,36.2,-90.1,2021,9,22,2,Fall,,
Marietta,GA,cobb,2021-09-22,33.9,-84.5,2021,9,22,7,Fall,33.0,
West Haverstraw,NY,rockland,2021-09-22,41.2,-74.0,2021,9,22,2,Fall,26.0,
Las Cruces,NM,donaana,2021-09-22,32.5,-106.9,2021,9,22,3,Fall,67.0,70.24652783333333
Tillson,NY,ulster,2021-09-22,41.8,-74.1,2021,9,22,4,Fall,,
Tallahassee,FL,leon,2021-09-22,30.4,-84.1,2021,9,22,12,Fall,33.0,
Thatcher,AZ,graham,2021-09-22,32.8,-109.8,2021,9,22,1,Fall,,
Saint Paul,MN,hennepin,2021-09-22,44.9,-93.1,2021,9,22,3,Fall,30.0,
Adairsville,GA,bartow,2021-09-22,34.3,-84.9,2021,9,22,1,Fall,,
Ada,OK,pontotoc,2021-09-22,34.8,-96.7,2021,9,22,4,Fall,,
Brattleboro,VT,windham,2021-09-22,42.8,-72.6,2021,9,22,11,Fall,,
Midland,TX,midland,2021-09-23,32.0,-102.2,2021,9,23,4,Fall,,
Carlisle,PA,cumberland,2021-09-23,40.2,-77.2,2021,9,23,5,Fall,15.0,
Jordan,NY,onondaga,2021-09-23,43.1,-76.5,2021,9,23,2,Fall,31.0,69.833333
Ennis,TX,ellis,2021-09-23,32.3,-96.6,2021,9,23,2,Fall,54.0,69.75
Chandler,TX,henderson,2021-09-23,32.3,-95.5,2021,9,23,2,Fall,,
Key West,FL,monroe,2021-09-23,24.6,-81.7,2021,9,23,33,Fall,,
South China,ME,kennebec,2021-09-23,44.5,-69.5,2021,9,23,6,Fall,33.0,
Midland,TX,midland,2021-09-23,32.0,-102.0,2021,9,23,1,Fall,,
Mount Laurel,NJ,burlington,2021-09-23,40.0,-74.9,2021,9,23,4,Fall,,
Oxford,OH,butler,2021-09-23,39.5,-84.8,2021,9,23,6,Fall,28.0,57.854167
Kings Mountain,NC,cleveland,2021-09-23,35.2,-81.3,2021,9,23,2,Fall,,
Saint Louis,MO,saintlouiscity,2021-09-23,38.7,-90.4,2021,9,23,13,Fall,,
Tulsa,OK,tulsa,2021-09-23,36.2,-96.0,2021,9,23,8,Fall,50.0,65.43869057142857
Tulsa,OK,tulsa,2021-09-23,36.1,-96.0,2021,9,23,16,Fall,50.0,65.43869057142857
Beacon,NY,dutchess,2021-09-23,41.5,-73.9,2021,9,23,1,Fall,29.0,
Middleton,WI,dane,2021-09-23,43.1,-89.5,2021,9,23,3,Fall,32.0,58.833333
Saint Louis,MO,saintlouiscity,2021-09-23,38.6,-90.2,2021,9,23,26,Fall,,
Clinton,CT,middlesex,2021-09-23,41.3,-72.5,2021,9,23,2,Fall,,74.166667
Worcester,MA,worcester,2021-09-23,42.3,-71.9,2021,9,23,12,Fall,37.0,71.083333
Saint Louis,MO,saintlouiscity,2021-09-23,38.6,-90.3,2021,9,23,13,Fall,,
Louisville,KY,jefferson,2021-09-23,38.3,-85.6,2021,9,23,124,Fall,31.0,59.02707725
Waverly,NY,tioga,2021-09-23,42.0,-76.5,2021,9,23,1,Fall,,
Tulsa,OK,tulsa,2021-09-23,36.1,-96.1,2021,9,23,8,Fall,50.0,65.43869057142857
Lake Lure,NC,rutherford,2021-09-23,35.4,-82.2,2021,9,23,2,Fall,,
Salisbury,MD,wicomico,2021-09-23,38.3,-75.6,2021,9,23,1,Fall,,
Mason,TX,mason,2021-09-23,30.8,-99.2,2021,9,23,2,Fall,,
Lebanon,MO,laclede,2021-09-23,37.7,-92.6,2021,9,23,6,Fall,,
Blanchard,OK,mcclain,2021-09-23,35.2,-97.7,2021,9,23,6,Fall,58.0,
Colorado Springs,CO,elpaso,2021-09-23,38.9,-104.9,2021,9,23,36,Fall,51.0,64.416667
Pittsburg,KS,crawford,2021-09-23,37.4,-94.7,2021,9,23,6,Fall,,
Bayside,NY,queens,2021-09-23,40.8,-73.8,2021,9,23,5,Fall,45.0,74.583333
Wappingers Falls,NY,dutchess,2021-09-23,41.5,-74.0,2021,9,23,40,Fall,29.0,
Tulsa,OK,creek,2021-09-23,36.1,-96.0,2021,9,23,2,Fall,50.0,66.708333
San Antonio,TX,comal,2021-09-23,29.6,-98.3,2021,9,23,3,Fall,,
Hopewell Junction,NY,dutchess,2021-09-23,41.6,-73.7,2021,9,23,5,Fall,29.0,
Chicago,IL,cook,2021-09-23,41.9,-87.7,2021,9,23,58,Fall,47.0,57.25
San Antonio,TX,comal,2021-09-23,29.6,-98.5,2021,9,23,15,Fall,,
Independence,MO,jackson,2021-09-23,39.1,-94.3,2021,9,23,440,Fall,54.0,64.48958325
Batavia,IL,kane,2021-09-23,41.8,-88.3,2021,9,23,1,Fall,28.0,
Kennesaw,GA,cobb,2021-09-23,34.0,-84.6,2021,9,23,4,Fall,34.0,
Tulsa,OK,creek,2021-09-23,36.1,-96.1,2021,9,23,1,Fall,50.0,66.708333
Catonsville,MD,baltimore,2021-09-23,39.3,-76.7,2021,9,23,6,Fall,32.0,66.95833333333333
Tulsa,OK,creek,2021-09-23,36.2,-96.0,2021,9,23,1,Fall,50.0,66.708333
Keyport,NJ,monmouth,2021-09-23,40.4,-74.2,2021,9,23,8,Fall,30.0,
Fountain,CO,elpaso,2021-09-23,38.7,-104.7,2021,9,23,5,Fall,51.0,64.416667
Norris City,IL,white,2021-09-23,37.9,-88.3,2021,9,23,4,Fall,,
Harviell,MO,butler,2021-09-23,36.7,-90.6,2021,9,23,1,Fall,,
Austin,TX,hays,2021-09-23,30.3,-97.7,2021,9,23,3,Fall,,
Carbondale,IL,jackson,2021-09-23,37.7,-89.2,2021,9,23,9,Fall,,
Choctaw,OK,oklahoma,2021-09-23,35.4,-97.3,2021,9,23,13,Fall,61.0,70.0300002
State College,PA,centre,2021-09-23,40.8,-77.9,2021,9,23,1,Fall,31.0,
Fairfield,PA,adams,2021-09-23,39.7,-77.4,2021,9,23,4,Fall,39.0,
Oklahoma City,OK,cleveland,2021-09-23,35.5,-97.6,2021,9,23,15,Fall,49.0,70.1875
Plano,TX,collin,2021-09-23,33.0,-96.7,2021,9,23,3,Fall,80.0,70.79166649999999
Hesperus,CO,laplata,2021-09-23,37.1,-108.1,2021,9,23,4,Fall,49.0,59.583333499999995
Ocean Grove,NJ,monmouth,2021-09-23,40.2,-74.0,2021,9,23,4,Fall,30.0,
Urbana,IL,champaign,2021-09-23,40.1,-88.2,2021,9,23,2,Fall,31.0,56.583333
Saint Louis,MO,saintlouis,2021-09-23,38.6,-90.2,2021,9,23,152,Fall,32.0,61.55555566666666
Mechanicsburg,PA,cumberland,2021-09-23,40.2,-77.0,2021,9,23,26,Fall,15.0,
Houston,TX,harris,2021-09-23,29.8,-95.6,2021,9,23,43,Fall,108.0,71.03132777777779
Wynantskill,NY,rensselaer,2021-09-23,42.7,-73.6,2021,9,23,4,Fall,,
Cumberland Foreside,ME,cumberland,2021-09-23,43.7,-70.2,2021,9,23,6,Fall,36.0,66.916667
Laurel,MD,annearundel,2021-09-23,39.2,-76.9,2021,9,23,4,Fall,24.0,67.34027800000001
Saint Louis,MO,saintlouis,2021-09-23,38.7,-90.4,2021,9,23,76,Fall,32.0,61.55555566666666
Scottsville,NY,monroe,2021-09-23,43.0,-77.7,2021,9,23,2,Fall,31.0,64.541667
Schellsburg,PA,bedford,2021-09-23,40.1,-78.7,2021,9,23,8,Fall,,
Mokena,IL,will,2021-09-23,41.5,-87.9,2021,9,23,1,Fall,31.0,
Oxford,MA,worcester,2021-09-23,42.1,-71.9,2021,9,23,3,Fall,37.0,71.083333
Stillwater,OK,payne,2021-09-23,36.1,-97.0,2021,9,23,4,Fall,,
Mitchell,IN,lawrence,2021-09-23,38.7,-86.5,2021,9,23,7,Fall,,
Charlottesville,VA,charlottesvillecity,2021-09-23,38.0,-78.5,2021,9,23,63,Fall,,
San Antonio,TX,bexar,2021-09-23,29.6,-98.3,2021,9,23,32,Fall,126.0,71.0625
Austin,TX,williamson,2021-09-23,30.3,-97.7,2021,9,23,9,Fall,,
San Antonio,TX,bexar,2021-09-23,29.6,-98.5,2021,9,23,160,Fall,126.0,71.0625
Austin,TX,travis,2021-09-23,30.3,-97.7,2021,9,23,129,Fall,87.0,72.17708325
Westhampton Beach,NY,suffolk,2021-09-23,40.8,-72.6,2021,9,23,7,Fall,34.0,
Charlottesville,VA,albemarle,2021-09-23,38.0,-78.5,2021,9,23,28,Fall,29.0,63.6125
Warrenton,VA,fauquier,2021-09-23,38.7,-77.8,2021,9,23,6,Fall,30.0,
Medford,OR,jackson,2021-09-23,42.3,-122.9,2021,9,23,1,Fall,40.0,63.583333
Houston,TX,fortbend,2021-09-23,29.8,-95.6,2021,9,23,1,Fall,,
Montgomery,TX,montgomery,2021-09-23,30.4,-95.8,2021,9,23,5,Fall,55.0,69.291667
Saint Louis,MO,saintlouis,2021-09-23,38.6,-90.3,2021,9,23,76,Fall,32.0,61.55555566666666
North Providence,RI,providence,2021-09-23,41.9,-71.5,2021,9,23,18,Fall,38.0,74.97916649999999
Laurel,MD,princegeorges,2021-09-23,39.2,-76.9,2021,9,23,2,Fall,,
Fairfield,PA,adams,2021-09-23,39.8,-77.4,2021,9,23,8,Fall,39.0,
Tucson,AZ,pima,2021-09-23,32.2,-110.9,2021,9,23,665,Fall,70.0,74.2666667
Sumerduck,VA,fauquier,2021-09-23,38.5,-77.7,2021,9,23,1,Fall,30.0,
Lovettsville,VA,loudoun,2021-09-23,39.3,-77.6,2021,9,23,1,Fall,26.0,
Oak Ridge,TN,anderson,2021-09-23,36.0,-84.2,2021,9,23,2,Fall,31.0,
Cincinnati,OH,hamilton,2021-09-23,39.1,-84.4,2021,9,23,666,Fall,34.0,58.43055566666666
Bourbonnais,IL,kankakee,2021-09-23,41.2,-87.9,2021,9,23,1,Fall,,
Shawnee,OK,pottawatomie,2021-09-23,35.3,-96.9,2021,9,23,21,Fall,,
Laurel,MD,howard,2021-09-23,39.2,-76.9,2021,9,23,2,Fall,21.0,67.375
Fort Wayne,IN,allen,2021-09-23,41.2,-85.1,2021,9,23,11,Fall,31.0,51.208333
Boerne,TX,kendall,2021-09-23,29.8,-98.7,2021,9,23,9,Fall,,
Topeka,KS,shawnee,2021-09-23,39.0,-95.7,2021,9,23,20,Fall,51.0,63.333333
Shawnee,KS,johnson,2021-09-23,39.0,-94.7,2021,9,23,9,Fall,42.0,62.0
Wake Forest,NC,wake,2021-09-23,36.0,-78.6,2021,9,23,1,Fall,36.0,66.8125
Cincinnati,OH,clermont,2021-09-23,39.1,-84.4,2021,9,23,18,Fall,22.0,
Harrisburg,PA,dauphin,2021-09-23,40.3,-76.8,2021,9,23,27,Fall,29.0,67.208333
Plattsburg,MO,clinton,2021-09-23,39.6,-94.4,2021,9,23,2,Fall,46.0,
Georgetown,TX,williamson,2021-09-23,30.6,-97.7,2021,9,23,8,Fall,,
Medina,OH,medina,2021-09-23,41.1,-81.8,2021,9,23,4,Fall,29.0,
Delmar,NY,albany,2021-09-23,42.6,-73.8,2021,9,23,6,Fall,32.0,76.958333
Foss,OK,washita,2021-09-23,35.4,-99.2,2021,9,23,2,Fall,,
Maynard,MA,middlesex,2021-09-23,42.4,-71.4,2021,9,23,4,Fall,32.0,
Oklahoma City,OK,oklahoma,2021-09-23,35.5,-97.6,2021,9,23,85,Fall,61.0,70.0300002
Plano,TX,collin,2021-09-23,33.1,-96.8,2021,9,23,3,Fall,80.0,70.79166649999999
San Antonio,TX,comal,2021-09-24,29.6,-98.5,2021,9,24,12,Fall,,
Cincinnati,OH,clermont,2021-09-24,39.2,-84.4,2021,9,24,15,Fall,38.0,
Kennett Square,PA,chester,2021-09-24,39.9,-75.7,2021,9,24,2,Fall,41.0,
San Antonio,TX,comal,2021-09-24,29.5,-98.5,2021,9,24,6,Fall,,
Mogadore,OH,portage,2021-09-24,41.0,-81.4,2021,9,24,10,Fall,33.0,
Middletown,VA,frederick,2021-09-24,39.1,-78.3,2021,9,24,1,Fall,30.0,60.416667
Saint Louis,MO,saintlouis,2021-09-24,38.6,-90.2,2021,9,24,228,Fall,39.0,68.43055566666668
Milford,IN,kosciusko,2021-09-24,41.4,-85.8,2021,9,24,1,Fall,,
San Antonio,TX,bexar,2021-09-24,29.5,-98.5,2021,9,24,64,Fall,101.0,71.76388866666666
San Antonio,TX,bexar,2021-09-24,29.6,-98.5,2021,9,24,128,Fall,101.0,71.76388866666666
Cincinnati,OH,hamilton,2021-09-24,39.2,-84.4,2021,9,24,555,Fall,49.0,62.24444433333333
Cincinnati,OH,hamilton,2021-09-24,39.1,-84.4,2021,9,24,222,Fall,49.0,62.24444433333333
Belen,NM,valencia,2021-09-24,34.7,-106.7,2021,9,24,24,Fall,43.0,
Broken Arrow,OK,wagoner,2021-09-24,35.9,-95.7,2021,9,24,10,Fall,,
Cincinnati,OH,hamilton,2021-09-24,39.1,-84.6,2021,9,24,666,Fall,49.0,62.24444433333333
Pittston,PA,luzerne,2021-09-24,41.3,-75.8,2021,9,24,45,Fall,35.0,57.0
Midland,TX,midland,2021-09-24,32.0,-102.0,2021,9,24,8,Fall,,
Wilkes Barre,PA,luzerne,2021-09-24,41.3,-75.8,2021,9,24,203,Fall,35.0,57.0
Crawfordville,FL,wakulla,2021-09-24,30.1,-84.2,2021,9,24,3,Fall,37.0,71.416667
Middletown,VA,warren,2021-09-24,39.1,-78.3,2021,9,24,2,Fall,,
Hudson,IN,steuben,2021-09-24,41.5,-85.1,2021,9,24,40,Fall,,
Cape May Point,NJ,capemay,2021-09-24,38.9,-75.0,2021,9,24,12,Fall,,
Washington,MI,macomb,2021-09-24,42.7,-83.0,2021,9,24,4,Fall,32.0,59.958333499999995
Cincinnati,OH,clermont,2021-09-24,39.1,-84.4,2021,9,24,6,Fall,38.0,
Amherst,VA,amherst,2021-09-24,37.6,-79.0,2021,9,24,8,Fall,,
South Haven,MI,vanburen,2021-09-24,42.5,-86.3,2021,9,24,4,Fall,,
Frisco,TX,denton,2021-09-24,33.2,-96.9,2021,9,24,1,Fall,126.0,70.375
Shawnee,OK,pottawatomie,2021-09-24,35.3,-96.9,2021,9,24,9,Fall,,
Oklahoma City,OK,oklahoma,2021-09-24,35.5,-97.5,2021,9,24,17,Fall,87.0,73.05583340000001
Dayton,OH,montgomery,2021-09-24,39.8,-84.3,2021,9,24,93,Fall,40.0,
New Cumberland,PA,cumberland,2021-09-24,40.2,-76.9,2021,9,24,34,Fall,27.0,
Fairfield,PA,adams,2021-09-24,39.7,-77.4,2021,9,24,12,Fall,36.0,
Lima,OH,allen,2021-09-24,40.7,-84.2,2021,9,24,4,Fall,39.0,
Charleston,SC,berkeley,2021-09-24,32.7,-80.0,2021,9,24,40,Fall,35.0,
Sawyer,MI,berrien,2021-09-24,41.9,-86.6,2021,9,24,15,Fall,39.0,65.208333
Tulsa,OK,tulsa,2021-09-24,36.2,-95.9,2021,9,24,8,Fall,51.0,69.56521742857143
Tulsa,OK,tulsa,2021-09-24,36.2,-96.0,2021,9,24,8,Fall,51.0,69.56521742857143
Tulsa,OK,tulsa,2021-09-24,36.1,-96.0,2021,9,24,16,Fall,51.0,69.56521742857143
Chester,VA,chesterfield,2021-09-24,37.4,-77.4,2021,9,24,1,Fall,39.0,
Mckinney,TX,collin,2021-09-24,33.2,-96.7,2021,9,24,9,Fall,115.0,73.29166649999999
Oklahoma City,OK,cleveland,2021-09-24,35.5,-97.5,2021,9,24,3,Fall,67.0,72.575
Broken Arrow,OK,tulsa,2021-09-24,35.9,-95.7,2021,9,24,10,Fall,51.0,69.56521742857143
Winchester,VA,frederick,2021-09-24,39.3,-78.3,2021,9,24,2,Fall,30.0,60.416667
Delton,MI,barry,2021-09-24,42.5,-85.4,2021,9,24,1,Fall,,
Charlottesville,VA,albemarle,2021-09-24,38.0,-78.5,2021,9,24,4,Fall,33.0,60.945833
Vienna,WV,wood,2021-09-24,39.3,-81.5,2021,9,24,2,Fall,32.0,
Denver,CO,denver,2021-09-24,39.9,-104.9,2021,9,24,27,Fall,59.0,61.525
Selden,NY,suffolk,2021-09-24,40.9,-73.0,2021,9,24,10,Fall,33.0,
Charlottesville,VA,charlottesvillecity,2021-09-24,38.0,-78.5,2021,9,24,9,Fall,,
New Baltimore,MI,macomb,2021-09-24,42.7,-82.7,2021,9,24,6,Fall,32.0,59.958333499999995
Letart,WV,mason,2021-09-24,38.9,-82.0,2021,9,24,1,Fall,,57.604166500000005
Frisco,TX,collin,2021-09-24,33.2,-96.9,2021,9,24,1,Fall,115.0,73.29166649999999
Denver,CO,arapahoe,2021-09-24,39.9,-104.9,2021,9,24,2,Fall,44.0,62.145833499999995
Lafayette,CO,boulder,2021-09-24,40.0,-105.1,2021,9,24,1,Fall,52.0,59.208333
Rochester,IN,fulton,2021-09-24,41.1,-86.2,2021,9,24,1,Fall,,
Denver,CO,adams,2021-09-24,39.9,-104.9,2021,9,24,8,Fall,58.0,60.458333
Charleston,SC,charleston,2021-09-24,32.7,-80.0,2021,9,24,110,Fall,36.0,69.420833
Winchester,VA,winchestercity,2021-09-24,39.3,-78.3,2021,9,24,1,Fall,,
